点号,点名,纬度,经度,大地高,X,Y,H,班组,ID
1,10447,"31°14'45.027600""N","121°26'25.983600""E",0,1152.427,-2533.877,0,二组,1
2,10449,"31°14'08.080800""N","121°27'09.057600""E",0,14.343,-1394.231,-0.001,二组,2
3,10451,"31°14'19.276800""N","121°27'39.056400""E",0,359.105,-600.343,-0.001,二组,3
4,10452,"31°14'10.899600""N","121°27'40.582800""E",0,101.1,-559.958,-0.001,二组,4
5,10456,"31°13'39.244800""N","121°26'05.362800""E",0,-873.439,-3080.062,-0.001,二组,5
6,10457,"31°13'44.814000""N","121°25'55.837200""E",0,-701.846,-3332.115,0,二组,6
7,10478,"31°14'11.594400""N","121°28'06.888000""E",0,122.502,136.166,-0.001,二组,7
8,10486,"31°13'46.045200""N","121°28'01.639200""E",0,-664.374,-2.716,-0.001,二组,8
9,10496,"31°13'51.733200""N","121°28'08.738400""E",0,-489.187,185.159,-0.001,二组,9
10,10789,"31°14'01.143600""N","121°28'32.314800""E",0,-199.318,809.076,-0.001,二组,10
11,10401,"31°13'06.780000""N","121°26'09.038400""E",0,-1873.323,-2983.043,-0.001,二组,11
12,10489,"31°13'32.844000""N","121°28'09.883200""E",0,-1070.94,215.482,-0.001,二组,12
13,10490,"31°13'27.152400""N","121°28'12.601200""E",0,-1246.228,287.427,-0.001,二组,13
14,10682,"31°13'17.536800""N","121°26'46.298400""E",0,-1542.242,-1996.778,-0.001,二组,14
15,10683,"31°13'59.127600""N","121°28'41.444400""E",0,-261.38,1050.691,-0.001,二组,15
16,10776,"31°13'22.486800""N","121°29'39.418800""E",0,-1389.551,2585.247,-0.001,二组,16
17,10403,"31°11'30.944400""N","121°25'07.586400""E",0,-4824.335,-4610.796,-0.001,二组,17
18,10404,"31°11'19.417200""N","121°25'06.769200""E",0,-5179.342,-4632.579,-0.001,二组,18
19,10406,"31°11'21.307200""N","121°25'42.211200""E",0,-5121.481,-3694.175,-0.001,二组,19
20,10407,"31°11'41.445600""N","121°26'12.206400""E",0,-4501.486,-2899.851,-0.001,二组,20
21,10411,"31°10'43.262400""N","121°23'48.055200""E",0,-6291.769,-6717.344,-0.001,二组,21
22,10468,"31°11'51.496800""N","121°28'36.076800""E",0,-4192.195,909.076,-0.001,二组,22
23,10481,"31°13'24.402000""N","121°29'59.650800""E",0,-1330.408,3120.711,-0.001,二组,23
24,10484,"31°13'01.588800""N","121°29'21.897600""E",0,-2033.287,2121.656,-0.001,二组,24
25,10775,"31°12'15.559200""N","121°29'28.881600""E",0,-3450.871,2306.859,-0.001,二组,25
26,11151,"31°12'50.634000""N","121°28'57.846000""E",0,-2370.799,1485.096,-0.001,二组,26
27,10418,"31°13'57.399600""N","121°20'52.562400""E",0,-308.827,-11357.999,0,二组,27
28,10419,"31°13'29.233200""N","121°21'48.672000""E",0,-1177.765,-9873.882,0,二组,28
29,10420,"31°12'52.081200""N","121°24'48.294000""E",0,-2325.249,-5120.423,0,二组,29
30,10421,"31°12'18.435600""N","121°25'05.844000""E",0,-3361.676,-4656.317,-0.001,二组,30
31,10422,"31°11'52.288800""N","121°24'51.350400""E",0,-4166.782,-5040.358,-0.001,二组,31
32,10425,"31°12'26.834400""N","121°23'10.168800""E",0,-3101.286,-7718.298,0,二组,32
33,10438,"31°07'50.559600""N","121°24'50.428800""E",0,-11611.536,-5068.149,-0.001,二组,33
34,10440,"31°08'09.225600""N","121°24'44.751600""E",0,-11036.595,-5218.284,-0.001,二组,34
35,10442,"31°08'40.020000""N","121°25'27.267600""E",0,-10088.662,-4091.633,-0.001,二组,35
36,10443,"31°09'30.056400""N","121°26'11.130000""E",0,-8548.005,-2929.374,-0.001,二组,36
37,10444,"31°09'50.695200""N","121°25'15.794400""E",0,-7911.9,-4394.694,-0.001,二组,37
38,10414,"31°13'50.473200""N","121°25'21.730800""E",0,-527.25,-4234.689,0,二组,38
39,10415,"31°13'47.776800""N","121°25'10.268400""E",0,-610.176,-4538.075,0,二组,39
40,10426,"31°13'08.904000""N","121°24'23.889600""E",0,-1806.819,-5766.124,0,二组,40
41,10408,"31°11'35.325600""N","121°26'28.550400""E",0,-4690.07,-2467.184,-0.001,二组,41
42,10460,"31°12'16.588800""N","121°28'07.237200""E",0,-3419.465,145.542,-0.001,二组,42
43,10473,"31°11'57.886800""N","121°27'53.042400""E",0,-3995.46,-230.225,-0.001,二组,43
44,10475,"31°11'43.533600""N","121°28'17.209200""E",0,-4437.49,409.587,-0.001,二组,44
45,10476,"31°11'51.802800""N","121°28'09.476400""E",0,-4182.825,204.852,-0.001,二组,45
46,10423,"31°12'05.986800""N","121°23'38.976000""E",0,-3743.866,-6956.138,0,二组,46
47,10424,"31°11'37.010400""N","121°23'26.916000""E",0,-4636.076,-7275.997,0,二组,47
48,10428,"31°11'58.509600""N","121°23'38.180400""E",0,-3974.136,-6977.347,0,二组,48
49,10429,"31°11'37.557600""N","121°23'43.774800""E",0,-4619.511,-6829.645,-0.001,二组,49
50,10431,"31°11'12.390000""N","121°23'18.553200""E",0,-5394.188,-7497.925,-0.001,二组,50
51,10790,"31°12'37.256400""N","121°21'41.029200""E",0,-2778.372,-10077.653,0,二组,51
52,10791,"31°11'29.464800""N","121°22'19.815600""E",0,-4867.134,-9052.694,0,二组,52
53,10433,"31°10'37.830000""N","121°22'33.495600""E",0,-6457.682,-8691.776,-0.001,二组,53
54,10434,"31°10'18.498000""N","121°21'34.383600""E",0,-7051.702,-10257.619,0,二组,54
55,10681,"31°08'56.374800""N","121°22'33.553200""E",0,-9582.297,-8692.747,-0.001,二组,55
1,13001,"31°08'01.643343""N","121°25'51.285943""E",0.001,-11270.792,-3455.77,0,二组,56
2,13002,"31°08'55.466469""N","121°25'27.570933""E",0.001,-9612.947,-4083.426,0,二组,57
3,13015,"31°13'19.126074""N","121°25'53.106872""E",0.001,-1492.968,-3404.611,0,二组,58
4,13013,"31°13'15.252999""N","121°24'40.028820""E",0,-1611.496,-5338.854,0,二组,59
5,13012,"31°13'36.198481""N","121°25'17.892418""E",0,-966.848,-4336.442,0,二组,60
6,13023,"31°09'28.748603""N","121°21'49.653430""E",0.001,-8584.258,-9854.646,0,二组,61
7,13022,"31°09'35.673225""N","121°22'22.643556""E",0.001,-8371.752,-8980.719,0,二组,62
8,13021,"31°09'53.026659""N","121°23'49.994147""E",0.001,-7838.96,-6666.942,0,二组,63
9,13126,"31°13'22.310793""N","121°20'43.131034""E",0,-1389.236,-11608.76,0,二组,64
10,13027,"31°11'09.932935""N","121°23'56.131728""E",0.001,-5470.497,-6502.996,0,二组,65
11,13019,"31°12'42.084500""N","121°20'47.469457""E",0,-2628.258,-11495.256,0,二组,66
12,13020,"31°10'28.415096""N","121°23'32.450589""E",0.001,-6748.775,-7130.844,0,二组,67
13,13025,"31°12'18.487968""N","121°21'55.569906""E",0,-3356.757,-9693.269,0,二组,68
14,13016,"31°10'37.329856""N","121°24'56.977845""E",0.001,-6475.439,-4892.391,0,二组,69
15,13125,"31°12'45.188637""N","121°24'02.739533""E",0,-2536.902,-6326.349,0,二组,70
16,13024,"31°10'06.842315""N","121°22'48.644709""E",0.001,-7412.354,-8291.356,0,二组,71
17,13017,"31°10'02.903163""N","121°24'50.806684""E",0.001,-7535.639,-5056.285,0,二组,72
18,13127,"31°13'11.756822""N","121°23'23.343139""E",0,-1717.997,-7368.62,0,二组,73
19,13136,"31°13'59.204768""N","121°20'52.063363""E",0,-253.217,-11371.147,0,二组,74
20,13018,"31°11'42.222030""N","121°23'22.578580""E",0,-4475.491,-7390.723,0,二组,75
21,13004,"31°13'25.264227""N","121°29'40.959455""E",0.001,-1304,2626,0,二组,76
22,13003,"31°13'47.027333""N","121°28'54.301382""E",0.001,-634,1391,0,二组,77
23,13006,"31°13'23.652674""N","121°28'20.745960""E",0.001,-1354,503,0,二组,78
24,13005,"31°13'31.115738""N","121°29'05.255750""E",0.001,-1124,1681,0,二组,79
25,13009,"31°14'19.365312""N","121°26'39.627259""E",0.001,362,-2173,0,二组,80
26,13007,"31°13'53.083754""N","121°25'37.588059""E",0,-447,-3815,0,二组,81
27,13010,"31°14'21.773060""N","121°27'27.543543""E",0.001,436,-905,0,二组,82
28,13008,"31°14'04.843814""N","121°26'00.784893""E",0,-85,-3201,0,二组,83
29,13011,"31°14'14.630457""N","121°27'50.632817""E",0.001,216,-294,0,二组,84
30,13123,"31°11'47.341508""N","121°26'28.025608""E",0.001,-4320,-2481,0,二组,85
31,13122,"31°11'08.546406""N","121°27'13.545485""E",0.001,-5515,-1276,0,二组,86
32,13120,"31°12'50.660008""N","121°28'57.502356""E",0.001,-2370,1476,0,二组,87
33,13118,"31°12'48.261587""N","121°28'08.880406""E",0.001,-2444,189,0,二组,88
34,13121,"31°11'52.119662""N","121°28'40.077929""E",0.001,-4173,1015,0,二组,89
35,13119,"31°13'27.443460""N","121°29'23.466497""E",0.001,-1237,2163,0,二组,90
36,13124,"31°12'28.422732""N","121°28'09.257198""E",0.001,-3055,199,0,二组,91
37,13026,"31°11'29.447395""N","121°22'19.036242""E",0,-4867.653,-9073.329,0,二组,92
1,10235,"31°18'07.698475""N","121°29'22.353347""E",0.001,7394.406,2131.578,0,三组,93
2,10236,"31°19'11.000645""N","121°30'52.210604""E",0.001,9344.837,4506.971,0,三组,94
3,10837,"31°19'30.327131""N","121°30'40.065234""E",0.001,9939.927,4185.594,0,三组,95
4,11156,"31°20'39.152480""N","121°30'12.524705""E",0,12059.38,3456.71,0,三组,96
5,10825,"31°19'57.390705""N","121°29'12.073452""E",0,10772.724,1859.045,0,三组,97
6,11073,"31°18'35.790113""N","121°29'34.217263""E",0.001,8259.666,2445.097,0,三组,98
7,11157,"31°19'43.907646""N","121°29'48.366977""E",0,10357.7,2818.641,0,三组,99
8,11152,"31°18'58.601346""N","121°22'25.380296""E",0,8965.43,-8893.997,0,三组,100
9,10229,"31°19'38.829318""N","121°22'15.125002""E",0,10204.627,-9164.106,0,三组,101
10,12818,"31°19'42.865547""N","121°22'40.040008""E",0,10328.399,-8505.306,0,三组,102
11,12819,"31°19'22.105823""N","121°23'32.816546""E",0,9688.021,-7110.436,0,三组,103
12,11153,"31°18'12.376449""N","121°23'30.721189""E",0,7540.485,-7167.25,0,三组,104
13,10265,"31°20'34.122241""N","121°28'29.504742""E",0,11903.844,733.57,0,三组,105
14,10279,"31°20'29.029686""N","121°25'52.690721""E",0,11747.428,-3411.646,0,三组,106
15,10281,"31°22'04.349349""N","121°27'02.489788""E",0,14682.772,-1566.206,0,三组,107
16,10290,"31°21'29.189216""N","121°27'17.647446""E",0,13599.836,-1165.734,0,三组,108
17,10291,"31°21'05.334359""N","121°29'45.154462""E",0,12865.52,2732.995,0,三组,109
18,11158,"31°19'20.493818""N","121°28'41.238079""E",0,9636.214,1044.006,0,三组,110
19,12270,"31°19'57.472180""N","121°29'12.200758""E",0,10775.234,1862.41,0,三组,111
20,12838,"31°19'52.300463""N","121°25'08.095935""E",0,10616.634,-4590.935,0,三组,112
21,10275,"31°20'40.598225""N","121°31'09.669658""E",0.001,12104.551,4967.216,0,三组,113
22,12269,"31°20'45.964153""N","121°28'16.477996""E",0,12268.534,389.203,0,三组,114
23,11075,"31°22'13.225279""N","121°26'46.182217""E",0,14956.204,-1997.115,0,三组,115
24,12839,"31°21'38.618672""N","121°25'11.325105""E",0,13891.075,-4504.238,0,三组,116
25,11077,"31°21'24.673390""N","121°24'27.916777""E",0,13462.104,-5651.683,0,三组,117
26,12262,"31°22'19.317570""N","121°26'56.041440""E",0,15143.8,-1736.549,0,三组,118
27,12263,"31°23'47.756634""N","121°27'04.798199""E",0,17867.605,-1504.822,0,三组,119
28,12264,"31°23'54.413133""N","121°28'31.485931""E",0,18072.596,785.327,0,三组,120
29,10270,"31°26'24.009868""N","121°21'13.704016""E",-0.001,22685.3,-10775.4,0,三组,121
30,10271,"31°25'33.009888""N","121°21'35.266785""E",-0.001,21113.98,-10207.5,0,三组,122
31,10272,"31°25'00.988107""N","121°21'35.843752""E",-0.001,20127.72,-10193.2,0,三组,123
32,10300,"31°23'15.808129""N","121°20'40.883141""E",-0.001,16889.75,-11648.4,0,三组,124
33,11160,"31°24'14.215211""N","121°20'01.189922""E",-0.001,18689.83,-12695,0,三组,125
34,10298,"31°23'05.258004""N","121°24'32.841988""E",0,16559.938,-5519.953,0,三组,126
35,10299,"31°23'00.576082""N","121°24'34.686134""E",0,16415.715,-5471.299,0,三组,127
36,10204,"31°17'51.591646""N","121°26'40.826117""E",0,6898.236,-2140.103,0,三组,128
37,10756,"31°18'20.940850""N","121°26'49.732060""E",0,7802.111,-1904.432,0,三组,129
38,10288,"31°17'45.521594""N","121°23'45.790464""E",0,6713.138,-6769.261,0,三组,130
39,10846,"31°17'08.561629""N","121°25'48.724973""E",0,5573.311,-3518.396,0,三组,131
40,10224,"31°17'19.481291""N","121°24'08.331825""E",0,5910.781,-6173.567,0,三组,132
41,10207,"31°13'38.443106""N","121°24'27.266144""E",0,-897.113,-5676.285,0,三组,133
42,10212,"31°14'56.403629""N","121°25'03.790774""E",0,1503.486,-4708.612,0,三组,134
43,10266,"31°14'12.812950""N","121°25'05.660881""E",0,160.945,-4659.691,0,三组,135
44,10267,"31°14'36.079906""N","121°25'17.080488""E",0,877.406,-4357.212,0,三组,136
45,10841,"31°14'56.615532""N","121°24'48.769643""E",0,1510.188,-5106.066,0,三组,137
46,10843,"31°15'27.456237""N","121°26'14.567963""E",0,2459.23,-2835.623,0,三组,138
47,10202,"31°15'20.666427""N","121°28'31.069910""E",0.001,2249.849,775.891,0,三组,139
48,10217,"31°15'25.798659""N","121°26'12.024856""E",0,2408.196,-2902.92,0,三组,140
49,10221,"31°14'54.858679""N","121°28'27.250785""E",0.001,1455.003,674.915,0,三组,141
50,10225,"31°15'39.757509""N","121°28'07.439218""E",0.001,2837.781,150.648,0,三组,142
51,10840,"31°14'45.799336""N","121°27'16.561109""E",0.001,1175.991,-1195.557,0,三组,143
52,12278,"31°16'15.663960""N","121°25'57.461661""E",0,3944.073,-3287.784,0,三组,144
53,12279,"31°15'09.685249""N","121°26'47.417991""E",0,1911.735,-1966.584,0,三组,145
54,12271,"31°16'16.472420""N","121°23'32.381112""E",0,3970.78,-7125.688,0,三组,146
55,12272,"31°15'56.483654""N","121°25'05.645292""E",0,3353.834,-4658.767,0,三组,147
56,12273,"31°17'08.083060""N","121°27'14.959098""E",0,5558.111,-1237.538,0,三组,148
57,10850,"31°17'04.521693""N","121°26'07.701608""E",0,5448.743,-3016.504,0,三组,149
58,11078,"31°17'11.326988""N","121°25'39.005417""E",0,5658.563,-3775.446,0,三组,150
59,10845,"31°16'11.907200""N","121°27'44.897387""E",0,3827.935,-445.712,0,三组,151
60,12276,"31°16'27.076625""N","121°27'40.219912""E",0,4295.133,-569.436,0,三组,152
61,12277,"31°16'13.138963""N","121°27'13.983519""E",0,3865.918,-1263.504,0,三组,153
62,11079,"31°15'37.491530""N","121°26'42.655704""E",0,2768.145,-2092.439,0,三组,154
63,11171,"31°15'56.493656""N","121°27'33.986435""E",0,3353.231,-734.372,0,三组,155
64,10205,"31°13'42.559442""N","121°22'40.003058""E",0,-768.493,-8515,0,三组,156
65,10206,"31°13'17.697073""N","121°22'54.825552""E",0,-1534.511,-8123.286,0,三组,157
66,12259,"31°13'31.762277""N","121°23'22.384260""E",0,-1101.847,-7393.582,0,三组,158
67,10833,"31°14'50.002767""N","121°23'26.749855""E",0,1307.75,-7276.433,0,三组,159
68,12260,"31°14'00.701606""N","121°24'05.147265""E",0,-211.272,-6261.29,0,三组,160
69,12274,"31°16'08.059579""N","121°23'18.927402""E",0,3711.916,-7481.766,0,三组,161
70,12275,"31°14'58.363968""N","121°22'56.087287""E",0,1565.834,-8087.584,0,三组,162
71,10259,"31°17'14.870560""N","121°27'36.754317""E",0,5767.118,-661.054,0,三组,163
72,10260,"31°16'40.776941""N","121°28'23.906838""E",0.001,4717.111,586.173,0,三组,164
73,10243,"31°16'41.845943""N","121°29'05.422705""E",0.001,4750.18,1684.335,0,三组,165
74,10263,"31°16'19.075989""N","121°28'26.764290""E",0.001,4048.761,661.816,0,三组,166
75,11065,"31°17'30.394120""N","121°29'11.820187""E",0.001,6245.425,1853.259,0,三组,167
76,11066,"31°16'22.032578""N","121°28'16.984647""E",0.001,4139.8,403.105,0,三组,168
77,11071,"31°16'17.306810""N","121°29'26.225120""E",0.001,3994.528,2234.773,0,三组,169
78,11165,"31°15'01.332031""N","121°28'43.954921""E",0.001,1654.42,1116.88,0,三组,170
79,11166,"31°15'21.706009""N","121°29'30.466778""E",0.001,2282.138,2347.404,0,三组,171
80,10257,"31°15'54.785368""N","121°29'40.810749""E",0.001,3301.001,2620.805,0,三组,172
81,10252,"31°15'28.599603""N","121°29'00.440638""E",0.001,2494.283,1552.939,0,三组,173
82,11170,"31°15'48.469183""N","121°28'32.003882""E",0.001,3106.132,800.516,0,三组,174
83,11069,"31°15'00.803449""N","121°29'38.240264""E",0.001,1638.426,2553.246,0,三组,175
84,11163,"31°17'30.829840""N","121°32'48.571784""E",0.001,6261.56,7585.879,0,三组,176
85,11164,"31°16'11.956030""N","121°32'52.081420""E",0.001,3832.433,7680.536,0,三组,177
86,11169,"31°15'17.402014""N","121°31'22.057500""E",0.001,2150.727,5299.93,0,三组,178
87,11168,"31°15'35.682458""N","121°31'14.519270""E",0.001,2713.632,5100.195,0,三组,179
88,11062,"31°15'12.008415""N","121°30'37.657627""E",0.001,1984.058,4125.257,0,三组,180
89,11063,"31°16'50.846439""N","121°32'15.507766""E",0.001,5029.513,6712.222,0,三组,181
90,10244,"31°16'26.650308""N","121°29'39.007637""E",0.001,4282.379,2572.839,0,三组,182
91,10245,"31°17'45.984614""N","121°31'19.219132""E",0.001,6726.807,5222.446,0,三组,183
92,10246,"31°18'04.720722""N","121°32'26.284258""E",0.001,7304.928,6995.7,0,三组,184
93,11068,"31°16'45.136506""N","121°31'15.876464""E",0.001,4852.728,5135.005,0,三组,185
94,11060,"31°17'32.230271""N","121°32'38.982710""E",0.001,6304.505,7332.237,0,三组,186
95,11162,"31°17'14.777466""N","121°31'22.269994""E",0.001,5765.714,5303.64,0,三组,187
1,10008,"31°35'19.338642""N","121°50'09.400320""E",0.004,39227.793,35002.411,0,四组,188
2,10032,"31°15'38.095025""N","121°36'12.333659""E",0.002,2794.9,12979.326,0,四组,189
3,10601,"31°15'49.311883""N","121°33'19.185207""E",0.001,3135.594,8398.114,0,四组,190
4,10608,"31°14'06.090861""N","121°31'09.954396""E",0.001,-45.702,4980.796,0,四组,191
5,10610,"31°14'37.168919""N","121°30'48.886828""E",0.001,911.187,4422.844,0,四组,192
6,10611,"31°14'37.114921""N","121°30'17.618055""E",0.001,909.188,3595.43,0,四组,193
7,10613,"31°12'32.750969""N","121°32'04.003174""E",0.001,-2919.598,6412.95,0,四组,194
8,10617,"31°13'47.320917""N","121°31'39.585658""E",0.001,-623.365,5765.281,0,四组,195
9,10619,"31°14'00.361100""N","121°31'49.606743""E",0.001,-221.595,6030.252,0,四组,196
10,10621,"31°12'25.264666""N","121°30'27.052702""E",0.001,-3151.474,3846.666,0,四组,197
11,10622,"31°13'47.173995""N","121°30'08.842429""E",0.001,-628.99,3363.744,0,四组,198
12,10623,"31°14'33.503816""N","121°34'21.779530""E",0.002,802.32,10056.384,0,四组,199
13,10624,"31°15'21.144546""N","121°35'22.812155""E",0.002,2271.284,11669.745,0,四组,200
14,10625,"31°16'20.834638""N","121°36'36.283560""E",0.002,4112.032,13611.224,0,四组,201
15,10626,"31°16'52.331560""N","121°40'28.304895""E",0.002,5091.982,19747.124,0,四组,202
16,10627,"31°15'33.904822""N","121°35'54.614764""E",0.002,2665.269,12510.7,0,四组,203
17,10628,"31°16'03.296929""N","121°36'08.149722""E",0.002,3570.941,12867.664,0,四组,204
18,10631,"31°19'31.302213""N","121°34'24.861019""E",0.001,9974.158,10128.856,0,四组,205
19,10632,"31°20'15.423449""N","121°33'54.712932""E",0.001,11332.279,9330.542,0,四组,206
20,10636,"31°26'33.285542""N","121°36'57.151743""E",0.001,22975.603,14137.32,0,四组,207
21,10637,"31°25'17.534961""N","121°40'28.753142""E",0.002,20651.733,19729.283,0,四组,208
22,10638,"31°24'30.785556""N","121°42'13.359668""E",0.002,19217.534,22495.255,0,四组,209
23,10639,"31°24'35.617217""N","121°42'29.668600""E",0.002,19367.292,22925.731,0,四组,210
24,10640,"31°23'43.541199""N","121°43'38.768147""E",0.003,17767.596,24754.831,0,四组,211
