点号,点名,纬度,经度,大地高,X,Y,H,班组,ID
71,10939,"31°09'09.166999""N","121°08'25.304166""E",0,-9146.478,-31159.841,0,六组,618
72,10940,"31°10'38.689420""N","121°16'34.115572""E",0,-6419.313,-18208.079,0,六组,619
73,12130,"31°01'42.499571""N","121°02'15.411928""E",0.001,-22869.729,-41010.094,0,六组,620
74,12131,"31°01'42.499571""N","121°02'15.411928""E",0.001,-22869.729,-41010.094,0,六组,621
75,12132,"31°01'42.499571""N","121°02'15.411928""E",0.001,-22869.729,-41010.094,0,六组,622
76,12133,"31°01'42.499571""N","121°02'15.411928""E",0.001,-22869.729,-41010.094,0,六组,623
77,12135,"31°09'46.459882""N","121°05'39.012606""E",0,-7984.116,-35560.556,0,六组,624
78,12136,"31°10'53.829987""N","121°13'52.302706""E",0,-5944.851,-22491.882,0,六组,625
79,12137,"31°10'16.689890""N","121°14'23.448409""E",0,-7090.402,-21669.505,0,六组,626
80,12138,"31°10'40.519689""N","121°14'33.802452""E",0,-6357.042,-21393.843,0,六组,627
81,12139,"31°10'37.824026""N","121°16'23.654672""E",0,-6445.491,-18485.129,0,六组,628
82,12140,"31°13'31.445984""N","121°11'46.582051""E",-0.001,-1083.004,-25809.036,0,六组,629
83,12145,"31°12'06.847867""N","121°18'17.994999""E",0,-3708.52,-15453.454,0,六组,630
1,12599,"30°51'49.448850""N","121°04'17.445278""E",0.003,-41146,-37838,0,七组,631
2,12598,"30°51'51.949377""N","121°04'28.275679""E",0.003,-41070,-37550,0,七组,632
3,12597,"30°51'45.487828""N","121°04'50.057908""E",0.004,-41271,-36972,0,七组,633
4,12596,"30°52'08.563978""N","121°05'42.214168""E",0.003,-40565,-35584,0,七组,634
5,12595,"30°52'12.996476""N","121°05'59.475447""E",0.003,-40430,-35125,0,七组,635
6,12594,"30°52'29.130364""N","121°07'46.100558""E",0.003,-39942,-32291,0,七组,636
7,12592,"30°52'32.764236""N","121°08'10.331632""E",0.003,-39832,-31647,0,七组,637
8,12591,"30°52'40.461382""N","121°09'03.349137""E",0.003,-39599,-30238,0,七组,638
9,12590,"30°53'07.637148""N","121°11'25.349372""E",0.003,-38772,-26464,0,七组,639
10,12589,"30°52'51.841573""N","121°11'18.429515""E",0.003,-39258,-26649,0,七组,640
11,12476,"30°53'55.748624""N","121°03'00.905533""E",0.003,-37249,-39857,0,七组,641
12,12475,"30°53'02.838848""N","121°03'16.569156""E",0.003,-38880,-39447,0,七组,642
13,12474,"30°52'41.049622""N","121°03'16.134855""E",0.003,-39551,-39461,0,七组,643
14,12473,"30°51'31.658599""N","121°03'46.917515""E",0.004,-41691,-38651,0,七组,644
15,12472,"30°51'38.484109""N","121°04'20.877547""E",0.004,-41484,-37748,0,七组,645
16,12588,"30°56'32.076550""N","121°05'13.023574""E",0.002,-32447,-36332,0,七组,646
17,12561,"30°54'40.908496""N","121°03'19.201769""E",0.003,-35860,-39366,0,七组,647
18,12562,"30°54'15.385888""N","121°03'18.971420""E",0.003,-36646,-39375,0,七组,648
19,12563,"30°53'59.416812""N","121°06'04.306370""E",0.003,-37153,-34986,0,七组,649
20,10400,"30°47'29.207583""N","121°26'33.924298""E",0.006,-49226.381,-2333.588,0,七组,650
21,10570,"30°47'06.646580""N","121°25'37.299796""E",0.006,-49920.776,-3839.274,0,七组,651
22,10572,"30°47'07.207283""N","121°26'54.332950""E",0.006,-49903.997,-1791.089,0,七组,652
23,10573,"30°47'09.525186""N","121°27'39.175581""E",0.006,-49832.719,-598.798,0,七组,653
24,10574,"30°48'09.231377""N","121°25'24.911402""E",0.006,-47993.288,-4167.957,0,七组,654
25,10575,"30°47'18.459936""N","121°27'15.397719""E",0.006,-49557.524,-1230.981,0,七组,655
26,10576,"30°48'03.227816""N","121°28'12.092051""E",0.006,-48178.875,276.306,0,七组,656
27,10577,"30°47'47.500998""N","121°28'20.935403""E",0.006,-48663.187,511.432,0,七组,657
28,10578,"30°47'10.362524""N","121°27'36.091907""E",0.006,-49806.929,-680.786,0,七组,658
29,10579,"30°47'02.322480""N","121°27'42.675138""E",0.006,-50054.537,-505.756,0,七组,659
30,10580,"30°47'05.257611""N","121°27'51.767852""E",0.006,-49964.149,-263.993,0,七组,660
31,10581,"30°48'08.124931""N","121°25'24.579530""E",0.006,-48027.359,-4176.792,0,七组,661
32,10582,"30°49'13.653463""N","121°25'12.299412""E",0.005,-46009.2,-4502.442,0,七组,662
33,10583,"30°47'08.938829""N","121°25'36.117324""E",0.006,-49850.173,-3870.69,0,七组,663
34,12478,"30°47'46.557117""N","121°26'19.385610""E",0.006,-48692,-2720,0,七组,664
35,12477,"30°47'38.740585""N","121°27'44.019110""E",0.006,-48933,-470,0,七组,665
36,12479,"30°48'38.650568""N","121°27'57.297761""E",0.006,-47088,-117,0,七组,666
37,10398,"30°49'07.325349""N","121°20'18.424920""E",0.005,-46198.135,-12313.442,0,七组,667
38,10399,"30°48'36.219936""N","121°20'26.178502""E",0.005,-47156.297,-12108.42,0,七组,668
39,10561,"30°49'10.855027""N","121°20'17.749007""E",0.005,-46089.413,-12331.285,0,七组,669
40,10566,"30°49'13.123239""N","121°20'42.912486""E",0.005,-46020.294,-11662.394,0,七组,670
41,10567,"30°49'34.442609""N","121°21'42.964342""E",0.005,-45365.318,-10065.693,0,七组,671
42,10568,"30°49'33.522890""N","121°21'41.744611""E",0.005,-45393.612,-10098.136,0,七组,672
43,12484,"30°49'19.786705""N","121°21'28.641682""E",0.005,-45816.31,-10446.777,0,七组,673
44,10586,"30°49'14.775615""N","121°20'54.777169""E",0.005,-45969.739,-11346.994,0,七组,674
45,10587,"30°49'16.917305""N","121°20'56.216389""E",0.005,-45903.822,-11308.673,0,七组,675
46,12486,"30°50'15.037706""N","121°19'17.274501""E",0.005,-44110.884,-13936.101,0,七组,676
47,12485,"30°50'14.238665""N","121°19'16.813216""E",0.005,-44135.476,-13948.391,0,七组,677
48,12488,"30°50'22.712778""N","121°18'34.366843""E",0.004,-43873,-15076,0,七组,678
49,12487,"30°52'56.445410""N","121°20'51.611432""E",0.004,-39143,-11424,0,七组,679
50,12494,"30°48'04.244153""N","121°21'00.391228""E",0.005,-48142,-11200,0,七组,680
51,12465,"30°49'39.470617""N","121°20'12.529793""E",0.005,-45208,-12469,0,七组,681
52,12490,"30°50'09.247715""N","121°19'41.520738""E",0.005,-44290,-13292,0,七组,682
53,12491,"30°49'09.743670""N","121°19'26.028511""E",0.005,-46122,-13706,0,七组,683
54,12493,"30°47'57.662024""N","121°20'01.793340""E",0.005,-48343,-12758,0,七组,684
55,12492,"30°47'55.763044""N","121°19'46.523911""E",0.005,-48401,-13164,0,七组,685
56,12489,"30°50'10.444126""N","121°18'38.977445""E",0.005,-44251,-14954,0,七组,686
57,10384,"30°44'52.972229""N","121°21'27.730058""E",0.006,-54033.15,-10478.84,0,七组,687
58,10385,"30°44'35.563203""N","121°20'49.908814""E",0.007,-54568.273,-11485.391,0,七组,688
59,10390,"30°44'35.108287""N","121°20'46.923699""E",0.007,-54582.2,-11564.81,0,七组,689
60,10391,"30°44'44.885744""N","121°21'49.939839""E",0.007,-54282.728,-9888.315,0,七组,690
61,10392,"30°44'51.125949""N","121°21'34.447336""E",0.006,-54090.177,-10300.223,0,七组,691
62,12482,"30°46'48.098068""N","121°21'00.030004""E",0.006,-50487,-11212,0,七组,692
63,12481,"30°48'02.198185""N","121°21'00.092718""E",0.005,-48205,-11208,0,七组,693
64,12483,"30°44'44.421558""N","121°21'48.974705""E",0.007,-54297,-9914,0,七组,694
65,10353,"30°43'41.588567""N","121°16'26.555339""E",0.006,-56220.863,-18493.393,0,七组,695
66,10386,"30°46'23.306245""N","121°18'57.268870""E",0.006,-51246.66,-14477.204,0,七组,696
67,10387,"30°46'24.802551""N","121°18'53.752083""E",0.006,-51200.455,-14570.66,0,七组,697
68,10388,"30°45'57.679521""N","121°19'01.903199""E",0.006,-52036.026,-14355.007,0,七组,698
69,10389,"30°43'58.256849""N","121°19'38.652427""E",0.007,-55715.009,-13382.208,0,七组,699
70,12480,"30°42'36.391167""N","121°16'33.763462""E",0.007,-58229,-18305,0,七组,700
71,12579,"30°54'40.879740""N","121°13'46.984993""E",0.003,-35909,-22696,0,七组,701
72,12578,"30°54'36.781163""N","121°13'08.093102""E",0.003,-36033,-23729,0,七组,702
73,10356,"30°58'57.120116""N","121°11'40.649587""E",0.002,-28009.958,-26031.559,0,七组,703
74,10533,"30°59'12.752381""N","121°12'32.892771""E",0.002,-27531.797,-24644.233,0,七组,704
75,10542,"30°57'40.170321""N","121°11'28.010820""E",0.002,-30378.978,-26372.734,0,七组,705
76,12521,"30°57'40.236306""N","121°11'26.217804""E",0.002,-30376.829,-26420.315,0,七组,706
77,10544,"30°55'39.569065""N","121°11'45.888714""E",0.003,-34094.296,-25907.201,0,七组,707
78,12495,"30°58'55.441900""N","121°10'25.611762""E",0.002,-28056.629,-28022.749,0,七组,708
79,10546,"30°55'38.985836""N","121°11'46.575312""E",0.003,-34112.302,-25889.016,0,七组,709
80,10547,"30°56'31.223619""N","121°10'34.480848""E",0.002,-32498.756,-27798.909,0,七组,710
81,10548,"30°55'50.411863""N","121°11'45.199381""E",0.003,-33760.326,-25924.698,0,七组,711
82,10550,"30°56'35.770484""N","121°10'31.963802""E",0.002,-32358.553,-27865.362,0,七组,712
83,10552,"30°55'36.719724""N","121°11'46.383305""E",0.003,-34182.079,-25894.281,0,七组,713
84,12519,"30°58'57.139056""N","121°13'22.728142""E",0.002,-28015.595,-23323.005,0,七组,714
85,12452,"30°58'57.055203""N","121°13'15.120686""E",0.002,-28017.738,-23524.866,0,七组,715
86,12520,"30°58'55.974070""N","121°12'38.198520""E",0.002,-28048.845,-24504.635,0,七组,716
87,10901,"30°58'50.058254""N","121°09'49.003674""E",0.002,-28219.85,-28994.563,0,七组,717
88,10911,"30°58'54.951143""N","121°09'40.629088""E",0.002,-28068.559,-29216.369,0,七组,718
89,12518,"30°59'13.336263""N","121°12'19.595691""E",0.002,-27513,-24997,0,七组,719
90,12504,"30°58'53.427236""N","121°15'36.150110""E",0.002,-28137,-19783,0,七组,720
91,12501,"31°02'21.843455""N","121°19'07.521707""E",0.002,-21727.171,-14166.011,0,七组,721
92,10502,"31°01'03.519080""N","121°15'54.722171""E",0.002,-24131.422,-19283.029,0,七组,722
93,10503,"31°00'41.185050""N","121°17'19.273336""E",0.002,-24823.032,-17041.462,0,七组,723
94,10504,"31°00'55.457997""N","121°17'53.928640""E",0.002,-24384.877,-16121.541,0,七组,724
95,12464,"31°02'22.698658""N","121°19'06.962824""E",0.002,-21700.814,-14180.797,0,七组,725
96,12457,"31°01'45.039101""N","121°18'14.050135""E",0.002,-22858.695,-15585.617,0,七组,726
97,12498,"31°01'05.988487""N","121°18'04.977365""E",0.002,-24061,-15828,0,七组,727
98,12503,"31°01'50.452188""N","121°18'14.403676""E",0.002,-22692,-15576,0,七组,728
99,12502,"31°02'10.325371""N","121°17'25.349026""E",0.001,-22078,-16876,0,七组,729
100,12500,"31°00'56.170495""N","121°19'17.077660""E",0.002,-24366,-13916,0,七组,730
101,12499,"31°01'03.217075""N","121°20'19.990774""E",0.002,-24151,-12247,0,七组,731
102,10540,"31°01'49.942439""N","121°09'57.851690""E",0.001,-22680.518,-28744.923,0,七组,732
103,10541,"31°01'53.852313""N","121°10'03.278340""E",0.001,-22560.489,-28600.682,0,七组,733
104,10553,"31°01'47.440287""N","121°09'58.842669""E",0.001,-22757.648,-28718.848,0,七组,734
105,10555,"31°01'49.759093""N","121°09'49.097598""E",0.001,-22685.538,-28977.103,0,七组,735
106,12526,"31°02'36.281573""N","121°08'57.931744""E",0.001,-21249,-30330,0,七组,736
107,12525,"31°01'08.310982""N","121°07'49.754940""E",0.001,-23953,-32146,0,七组,737
108,12524,"31°00'23.405608""N","121°08'02.728415""E",0.001,-25337,-31806,0,七组,738
109,12523,"30°59'41.806021""N","121°07'35.620328""E",0.002,-26616,-32529,0,七组,739
110,12522,"30°59'20.913868""N","121°08'08.031956""E",0.002,-27262,-31671,0,七组,740
111,10536,"31°06'34.038709""N","121°10'34.951479""E",0,-13933.606,-27738.305,0,七组,741
112,10537,"31°06'36.024010""N","121°10'35.646500""E",0,-13872.51,-27719.729,0,七组,742
113,10896,"31°04'00.505218""N","121°09'52.876372""E",0.001,-18659.142,-28866.022,0,七组,743
114,10897,"31°04'13.288010""N","121°09'53.073760""E",0.001,-18265.476,-28859.726,0,七组,744
115,10898,"31°06'32.603563""N","121°09'40.807750""E",0,-13973.981,-29173.173,0,七组,745
116,10532,"31°00'13.317521""N","121°11'24.707549""E",0.002,-25662.249,-26448.781,0,七组,746
117,10886,"31°00'55.510989""N","121°12'08.957883""E",0.001,-24365.631,-25271.84,0,七组,747
118,10890,"31°00'55.422422""N","121°12'10.087959""E",0.001,-24368.429,-25241.872,0,七组,748
119,10902,"31°00'56.431669""N","121°12'08.477695""E",0.001,-24337.246,-25284.51,0,七组,749
120,12451,"31°06'19.011508""N","121°13'33.432788""E",0,-14407.64,-23009.755,0,七组,750
121,12517,"31°06'19.341390""N","121°13'33.858037""E",0,-14397.504,-22998.465,0,七组,751
122,12516,"31°05'27.164453""N","121°14'20.112187""E",0.001,-16007,-21776,0,七组,752
123,12515,"31°05'48.015942""N","121°14'42.287384""E",0.001,-15366,-21187,0,七组,753
124,12514,"31°03'51.069818""N","121°15'08.167586""E",0.001,-18969,-20508,0,七组,754
125,12513,"31°04'08.217448""N","121°15'30.309810""E",0.001,-18442,-19920,0,七组,755
126,12463,"31°07'08.885291""N","121°14'38.488861""E",0,-12875.203,-21282.719,0,七组,756
127,12462,"31°07'08.896655""N","121°14'35.969191""E",0,-12874.72,-21349.48,0,七组,757
128,12461,"31°07'08.494380""N","121°14'36.336909""E",0,-12887.129,-21339.762,0,七组,758
129,10589,"31°07'21.215279""N","121°16'49.205139""E",0.001,-12501.786,-17818.619,0,七组,759
130,10595,"31°07'21.216648""N","121°16'49.213959""E",0.001,-12501.744,-17818.386,0,七组,760
131,10557,"31°07'21.009013""N","121°16'48.139567""E",0.001,-12508.091,-17846.862,0,七组,761
132,12528,"31°01'20.415904""N","121°12'14.991638""E",0.001,-23599,-25110,0,七组,762
133,12527,"31°02'07.975529""N","121°12'45.497316""E",0.001,-22136.148,-24297.58,0,七组,763
134,12450,"31°02'09.118645""N","121°12'46.088210""E",0.001,-22100.979,-24281.83,0,七组,764
135,10311,"31°02'44.909234""N","121°14'13.325931""E",0.001,-21003.706,-21966.098,0,七组,765
136,10888,"31°03'32.805092""N","121°13'53.934269""E",0.001,-19527.566,-22477.205,0,七组,766
137,10889,"31°03'32.810739""N","121°13'53.992380""E",0.001,-19527.395,-22475.664,0,七组,767
138,10891,"31°03'32.817079""N","121°13'53.991660""E",0.001,-19527.2,-22475.682,0,七组,768
139,12511,"31°09'08.279897""N","121°17'11.638766""E",0,-9205.392,-17218.944,0,七组,769
140,12512,"31°08'32.243842""N","121°17'53.530052""E",0,-10316.952,-16111.042,0,七组,770
141,12510,"31°08'47.665586""N","121°18'46.320248""E",0,-9844,-14712,0,七组,771
142,12509,"31°06'51.849717""N","121°19'18.205646""E",0.001,-13412,-13872,0,七组,772
143,10903,"31°06'14.210642""N","121°18'59.759993""E",0.001,-14570.558,-14362.307,0,七组,773
144,10904,"31°05'37.481350""N","121°18'02.637113""E",0.001,-15699.609,-15877.748,0,七组,774
145,10364,"31°06'14.210642""N","121°18'59.759993""E",0.001,-14570.558,-14362.307,0,七组,775
146,12506,"31°05'44.092318""N","121°19'24.910107""E",0.001,-15499,-13697,0,七组,776
147,12505,"31°04'51.116771""N","121°20'44.892694""E",0.001,-17133,-11579,0,七组,777
148,10358,"31°04'39.285942""N","121°18'36.419275""E",0.001,-17493.173,-14984.908,0,七组,778
149,12508,"31°04'20.901963""N","121°17'58.445548""E",0.001,-18057.908,-15992.341,0,七组,779
150,10362,"31°04'14.067175""N","121°17'34.628602""E",0.001,-18267.446,-16624.03,0,七组,780
151,10365,"31°04'04.437862""N","121°16'56.478607""E",0.001,-18562.395,-17635.856,0,七组,781
152,12507,"31°04'05.842943""N","121°16'54.556176""E",0.001,-18519.038,-17686.749,0,七组,782
153,10366,"31°04'52.688830""N","121°20'51.953200""E",0.001,-17084.783,-11391.799,0,七组,783
154,12453,"31°04'48.273131""N","121°18'43.417571""E",0.001,-17216.646,-14799.02,0,七组,784
155,12497,"31°06'15.925450""N","121°18'42.046648""E",0.001,-14517.109,-14831.642,0,七组,785
156,12496,"31°07'15.816642""N","121°19'00.762128""E",0.001,-12673.267,-14333.225,0,七组,786
157,12456,"31°06'24.486481""N","121°19'29.097004""E",0.001,-14255.093,-13584.47,0,七组,787
158,12455,"31°06'51.846829""N","121°19'18.113831""E",0.001,-13412.086,-13874.433,0,七组,788
159,10531,"31°05'34.569480""N","121°22'33.562970""E",0.001,-15797.449,-8697.448,0,七组,789
160,10524,"31°04'54.206812""N","121°20'50.948415""E",0.001,-17038.005,-11418.383,0,七组,790
161,12529,"31°06'54.332824""N","121°24'34.953040""E",0.001,-13343,-5479,0,七组,791
162,12530,"31°06'46.177448""N","121°24'22.579315""E",0.001,-13594,-5807,0,七组,792
163,12531,"31°06'58.087015""N","121°24'07.815576""E",0.001,-13227,-6198,0,七组,793
164,12532,"31°06'36.399583""N","121°23'12.581360""E",0.001,-13894,-7662,0,七组,794
165,12533,"31°05'53.313691""N","121°22'25.563077""E",0.001,-15220,-8909,0,七组,795
166,12534,"31°05'17.730139""N","121°22'30.728060""E",0.001,-16316,-8773,0,七组,796
167,12535,"31°04'49.546014""N","121°21'07.530368""E",0.001,-17182,-10979,0,七组,797
168,12536,"31°04'10.688737""N","121°22'44.559203""E",0.002,-18381,-8408,0,七组,798
169,12537,"31°03'42.482752""N","121°22'13.126872""E",0.002,-19249,-9242,0,七组,799
170,12538,"31°03'47.627352""N","121°22'33.339419""E",0.002,-19091,-8706,0,七组,800
171,12539,"31°03'21.234132""N","121°22'40.794015""E",0.002,-19904,-8509,0,七组,801
172,10514,"31°06'31.368542""N","121°22'08.803522""E",0.001,-14047.626,-9352.152,0,七组,802
173,10515,"31°06'08.516748""N","121°22'59.096401""E",0.001,-14752.471,-8019.962,0,七组,803
174,10516,"31°03'22.830931""N","121°22'44.050178""E",0.002,-19854.89,-8422.63,0,七组,804
175,10517,"31°04'24.472238""N","121°23'06.965333""E",0.002,-17956.943,-7813.716,0,七组,805
176,10518,"31°03'31.104406""N","121°21'28.993158""E",0.002,-19598.368,-10412.406,0,七组,806
177,10525,"31°06'36.650620""N","121°24'59.640069""E",0.001,-13887.874,-4825.1,0,七组,807
178,10526,"31°06'23.001243""N","121°24'52.124911""E",0.001,-14308.156,-5024.43,0,七组,808
179,12540,"31°02'44.214710""N","121°22'35.849430""E",0.002,-21044,-8641,0,七组,809
180,12541,"31°02'11.915643""N","121°23'43.943735""E",0.002,-22040,-6836,0,七组,810
181,12542,"31°01'34.271535""N","121°24'28.160906""E",0.002,-23200,-5664,0,七组,811
182,12543,"31°00'49.043607""N","121°21'52.864126""E",0.002,-24590,-9784,0,七组,812
183,12544,"31°00'10.930988""N","121°22'02.968568""E",0.002,-25764,-9517,0,七组,813
184,12545,"31°00'38.299642""N","121°21'17.438541""E",0.002,-24920,-10724,0,七组,814
185,12546,"31°01'08.250162""N","121°20'20.172684""E",0.002,-23996,-12242,0,七组,815
186,12547,"31°03'07.863139""N","121°27'41.621650""E",0.002,-20319,-533,0,七组,816
187,10507,"30°59'51.866461""N","121°22'24.976943""E",0.002,-26351.627,-8933.636,0,七组,817
188,10508,"31°01'48.003734""N","121°24'36.344049""E",0.002,-22777.194,-5446.762,0,七组,818
189,10510,"31°00'25.795985""N","121°21'59.438786""E",0.002,-25306.118,-9610.236,0,七组,819
190,10513,"31°00'03.548023""N","121°21'33.298115""E",0.002,-25990.659,-10304.319,0,七组,820
191,10519,"30°59'46.148424""N","121°21'16.230978""E",0.002,-26526.08,-10757.619,0,七组,821
192,10529,"31°02'37.922843""N","121°26'58.102757""E",0.002,-21240.99,-1687.01,0,七组,822
193,10530,"31°03'42.082442""N","121°27'37.080432""E",0.002,-19265.129,-653.369,0,七组,823
